fill,run,ls,nb,sec,msec,acqflag,step,beam,ip,scanstatus,plane,progress,nominal_separation,read_nominal_B1sepPlane,read_nominal_B1xingPlane,read_nominal_B2sepPlane,read_nominal_B2xingPlane,set_nominal_B1sepPlane,set_nominal_B1xingPlane,set_nominal_B2sepPlane,set_nominal_B2xingPlane
4266,254984,8,16,1440452175,201,1,0,3,2,ACQUIRING,SEPARATION,30,0,0.2644,-0.16693,-0.26432,0.16694,0,0,-0,0
4266,254984,8,20,1440452176,629,1,0,3,2,ACQUIRING,SEPARATION,28,0,0.2644,-0.16693,-0.26432,0.16694,0,0,-0,0
4266,254984,8,24,1440452178,46,1,0,3,2,ACQUIRING,SEPARATION,26,0,0.2644,-0.16693,-0.26432,0.16694,0,0,-0,0
4266,254984,8,28,1440452179,594,1,0,3,2,ACQUIRING,SEPARATION,25,0,0.2644,-0.16693,-0.26432,0.16694,0,0,-0,0
4266,254984,8,32,1440452181,22,1,0,3,2,ACQUIRING,SEPARATION,23,0,0.2644,-0.16693,-0.26432,0.16694,0,0,-0,0
4266,254984,8,36,1440452182,450,1,0,3,2,ACQUIRING,SEPARATION,22,0,0.2644,-0.16693,-0.26432,0.16694,0,0,-0,0
4266,254984,8,40,1440452183,885,1,0,3,2,ACQUIRING,SEPARATION,20,0,0.2644,-0.16693,-0.26432,0.16694,0,0,-0,0
4266,254984,8,44,1440452185,420,1,0,3,2,ACQUIRING,SEPARATION,19,0,0.2644,-0.16693,-0.26432,0.16694,0,0,-0,0
4266,254984,8,48,1440452186,848,1,0,3,2,ACQUIRING,SEPARATION,17,0,0.2644,-0.16693,-0.26432,0.16694,0,0,-0,0
4266,254984,8,52,1440452188,256,1,0,3,2,ACQUIRING,SEPARATION,16,0,0.2644,-0.16693,-0.26432,0.16694,0,0,-0,0
4266,254984,8,56,1440452189,772,1,0,3,2,ACQUIRING,SEPARATION,15,0,0.2644,-0.16693,-0.26432,0.16694,0,0,-0,0
4266,254984,8,60,1440452191,185,1,0,3,2,ACQUIRING,SEPARATION,13,0,0.2644,-0.16693,-0.26432,0.16694,0,0,-0,0
4266,254984,8,64,1440452192,706,1,0,3,2,ACQUIRING,SEPARATION,12,0,0.2644,-0.16693,-0.26432,0.16694,0,0,-0,0
4266,254984,9,4,1440452194,151,1,0,3,2,ACQUIRING,SEPARATION,10,0,0.2644,-0.16693,-0.26432,0.16694,0,0,-0,0
4266,254984,9,8,1440452195,565,1,0,3,2,ACQUIRING,SEPARATION,9,0,0.2644,-0.16693,-0.26432,0.16694,0,0,-0,0
4266,254984,9,12,1440452197,84,1,0,3,2,ACQUIRING,SEPARATION,7,0,0.2644,-0.16693,-0.26432,0.16694,0,0,-0,0
4266,254984,9,16,1440452198,517,1,0,3,2,ACQUIRING,SEPARATION,6,0,0.2644,-0.16693,-0.26432,0.16694,0,0,-0,0
4266,254984,9,20,1440452199,929,1,0,3,2,ACQUIRING,SEPARATION,4,0,0.2644,-0.16693,-0.26432,0.16694,0,0,-0,0
4266,254984,9,24,1440452201,457,1,0,3,2,ACQUIRING,SEPARATION,3,0,0.2644,-0.16693,-0.26432,0.16694,0,0,-0,0
4266,254984,9,28,1440452202,879,1,0,3,2,ACQUIRING,SEPARATION,2,0,0.2644,-0.16693,-0.26432,0.16694,0,0,-0,0
4266,254984,9,32,1440452204,293,1,0,3,2,ACQUIRING,SEPARATION,0,0,0.2644,-0.16693,-0.26432,0.16694,0,0,-0,0
4266,254985,2,52,1440452274,785,1,1,3,2,ACQUIRING,SEPARATION,30,-0.61026,-0.04073,-0.16693,0.04081,0.16694,-0.30513,0,0.30513,0
4266,254985,2,56,1440452276,306,1,1,3,2,ACQUIRING,SEPARATION,28,-0.61026,-0.04073,-0.16693,0.04081,0.16694,-0.30513,0,0.30513,0
4266,254985,2,60,1440452277,756,1,1,3,2,ACQUIRING,SEPARATION,26,-0.61026,-0.04073,-0.16693,0.04081,0.16694,-0.30513,0,0.30513,0
4266,254985,2,64,1440452279,172,1,1,3,2,ACQUIRING,SEPARATION,25,-0.61026,-0.04073,-0.16693,0.04081,0.16694,-0.30513,0,0.30513,0
4266,254985,3,4,1440452280,611,1,1,3,2,ACQUIRING,SEPARATION,23,-0.61026,-0.04073,-0.16693,0.04081,0.16694,-0.30513,0,0.30513,0
4266,254985,3,8,1440452282,126,1,1,3,2,ACQUIRING,SEPARATION,22,-0.61026,-0.04073,-0.16693,0.04081,0.16694,-0.30513,0,0.30513,0
4266,254985,3,12,1440452283,553,1,1,3,2,ACQUIRING,SEPARATION,20,-0.61026,-0.04073,-0.16693,0.04081,0.16694,-0.30513,0,0.30513,0
4266,254985,3,16,1440452284,972,1,1,3,2,ACQUIRING,SEPARATION,19,-0.61026,-0.04073,-0.16693,0.04081,0.16694,-0.30513,0,0.30513,0
4266,254985,3,20,1440452286,487,1,1,3,2,ACQUIRING,SEPARATION,17,-0.61026,-0.04073,-0.16693,0.04081,0.16694,-0.30513,0,0.30513,0
4266,254985,3,24,1440452287,924,1,1,3,2,ACQUIRING,SEPARATION,16,-0.61026,-0.04073,-0.16693,0.04081,0.16694,-0.30513,0,0.30513,0
4266,254985,3,28,1440452289,350,1,1,3,2,ACQUIRING,SEPARATION,15,-0.61026,-0.04073,-0.16693,0.04081,0.16694,-0.30513,0,0.30513,0
4266,254985,3,32,1440452290,869,1,1,3,2,ACQUIRING,SEPARATION,13,-0.61026,-0.04073,-0.16693,0.04081,0.16694,-0.30513,0,0.30513,0
4266,254985,3,36,1440452292,300,1,1,3,2,ACQUIRING,SEPARATION,12,-0.61026,-0.04073,-0.16693,0.04081,0.16694,-0.30513,0,0.30513,0
4266,254985,3,40,1440452293,746,1,1,3,2,ACQUIRING,SEPARATION,10,-0.61026,-0.04073,-0.16693,0.04081,0.16694,-0.30513,0,0.30513,0
4266,254985,3,44,1440452295,187,1,1,3,2,ACQUIRING,SEPARATION,9,-0.61026,-0.04073,-0.16693,0.04081,0.16694,-0.30513,0,0.30513,0
4266,254985,3,48,1440452296,624,1,1,3,2,ACQUIRING,SEPARATION,7,-0.61026,-0.04073,-0.16693,0.04081,0.16694,-0.30513,0,0.30513,0
4266,254985,3,52,1440452298,165,1,1,3,2,ACQUIRING,SEPARATION,6,-0.61026,-0.04073,-0.16693,0.04081,0.16694,-0.30513,0,0.30513,0
4266,254985,3,56,1440452299,592,1,1,3,2,ACQUIRING,SEPARATION,4,-0.61026,-0.04073,-0.16693,0.04081,0.16694,-0.30513,0,0.30513,0
4266,254985,3,60,1440452301,22,1,1,3,2,ACQUIRING,SEPARATION,3,-0.61026,-0.04073,-0.16693,0.04081,0.16694,-0.30513,0,0.30513,0
4266,254985,3,64,1440452302,547,1,1,3,2,ACQUIRING,SEPARATION,1,-0.61026,-0.04073,-0.16693,0.04081,0.16694,-0.30513,0,0.30513,0
4266,254985,4,4,1440452303,971,1,1,3,2,ACQUIRING,SEPARATION,0,-0.61026,-0.04073,-0.16693,0.04081,0.16694,-0.30513,0,0.30513,0
4266,254985,4,48,1440452319,941,1,9999,3,2,ACQUIRING,SEPARATION,30,-0.55941,-0.04073,-0.16693,0.04081,0.16694,-0.30513,0,0.30513,0
4266,254985,4,52,1440452321,458,1,2,3,2,ACQUIRING,SEPARATION,28,-0.5594,-0.0153,-0.16693,0.01538,0.16694,-0.2797,0,0.2797,0
4266,254985,4,56,1440452322,870,1,2,3,2,ACQUIRING,SEPARATION,27,-0.5594,-0.0153,-0.16693,0.01538,0.16694,-0.2797,0,0.2797,0
4266,254985,4,60,1440452324,384,1,2,3,2,ACQUIRING,SEPARATION,25,-0.5594,-0.0153,-0.16693,0.01538,0.16694,-0.2797,0,0.2797,0
4266,254985,4,64,1440452325,818,1,2,3,2,ACQUIRING,SEPARATION,24,-0.5594,-0.0153,-0.16693,0.01538,0.16694,-0.2797,0,0.2797,0
4266,254985,5,4,1440452327,243,1,2,3,2,ACQUIRING,SEPARATION,23,-0.5594,-0.0153,-0.16693,0.01538,0.16694,-0.2797,0,0.2797,0
4266,254985,5,8,1440452328,765,1,2,3,2,ACQUIRING,SEPARATION,21,-0.5594,-0.0153,-0.16693,0.01538,0.16694,-0.2797,0,0.2797,0
4266,254985,5,12,1440452330,196,1,2,3,2,ACQUIRING,SEPARATION,20,-0.5594,-0.0153,-0.16693,0.01538,0.16694,-0.2797,0,0.2797,0
4266,254985,5,16,1440452331,610,1,2,3,2,ACQUIRING,SEPARATION,18,-0.5594,-0.0153,-0.16693,0.01538,0.16694,-0.2797,0,0.2797,0
4266,254985,5,20,1440452333,123,1,2,3,2,ACQUIRING,SEPARATION,17,-0.5594,-0.0153,-0.16693,0.01538,0.16694,-0.2797,0,0.2797,0
4266,254985,5,24,1440452334,538,1,2,3,2,ACQUIRING,SEPARATION,15,-0.5594,-0.0153,-0.16693,0.01538,0.16694,-0.2797,0,0.2797,0
4266,254985,5,28,1440452336,52,1,2,3,2,ACQUIRING,SEPARATION,14,-0.5594,-0.0153,-0.16693,0.01538,0.16694,-0.2797,0,0.2797,0
4266,254985,5,32,1440452337,467,1,2,3,2,ACQUIRING,SEPARATION,12,-0.5594,-0.0153,-0.16693,0.01538,0.16694,-0.2797,0,0.2797,0
4266,254985,5,36,1440452338,888,1,2,3,2,ACQUIRING,SEPARATION,11,-0.5594,-0.0153,-0.16693,0.01538,0.16694,-0.2797,0,0.2797,0
4266,254985,5,40,1440452340,404,1,2,3,2,ACQUIRING,SEPARATION,10,-0.5594,-0.0153,-0.16693,0.01538,0.16694,-0.2797,0,0.2797,0
4266,254985,5,44,1440452341,823,1,2,3,2,ACQUIRING,SEPARATION,8,-0.5594,-0.0153,-0.16693,0.01538,0.16694,-0.2797,0,0.2797,0
4266,254985,5,48,1440452343,343,1,2,3,2,ACQUIRING,SEPARATION,7,-0.5594,-0.0153,-0.16693,0.01538,0.16694,-0.2797,0,0.2797,0
4266,254985,5,52,1440452344,764,1,2,3,2,ACQUIRING,SEPARATION,5,-0.5594,-0.0153,-0.16693,0.01538,0.16694,-0.2797,0,0.2797,0
4266,254985,5,56,1440452346,179,1,2,3,2,ACQUIRING,SEPARATION,4,-0.5594,-0.0153,-0.16693,0.01538,0.16694,-0.2797,0,0.2797,0
4266,254985,5,60,1440452347,694,1,2,3,2,ACQUIRING,SEPARATION,2,-0.5594,-0.0153,-0.16693,0.01538,0.16694,-0.2797,0,0.2797,0
4266,254985,5,64,1440452349,108,1,2,3,2,ACQUIRING,SEPARATION,1,-0.5594,-0.0153,-0.16693,0.01538,0.16694,-0.2797,0,0.2797,0
4266,254985,6,48,1440452366,602,1,3,3,2,ACQUIRING,SEPARATION,30,-0.50854,0.01013,-0.16693,-0.01005,0.16694,-0.25427,0,0.25427,0
4266,254985,6,52,1440452368,20,1,3,3,2,ACQUIRING,SEPARATION,28,-0.50854,0.01013,-0.16693,-0.01005,0.16694,-0.25427,0,0.25427,0
4266,254985,6,56,1440452369,537,1,3,3,2,ACQUIRING,SEPARATION,26,-0.50854,0.01013,-0.16693,-0.01005,0.16694,-0.25427,0,0.25427,0
4266,254985,6,60,1440452370,950,1,3,3,2,ACQUIRING,SEPARATION,25,-0.50854,0.01013,-0.16693,-0.01005,0.16694,-0.25427,0,0.25427,0
4266,254985,6,64,1440452372,465,1,3,3,2,ACQUIRING,SEPARATION,23,-0.50854,0.01013,-0.16693,-0.01005,0.16694,-0.25427,0,0.25427,0
4266,254985,7,4,1440452373,881,1,3,3,2,ACQUIRING,SEPARATION,22,-0.50854,0.01013,-0.16693,-0.01005,0.16694,-0.25427,0,0.25427,0
4266,254985,7,8,1440452375,395,1,3,3,2,ACQUIRING,SEPARATION,20,-0.50854,0.01013,-0.16693,-0.01005,0.16694,-0.25427,0,0.25427,0
4266,254985,7,12,1440452376,818,1,3,3,2,ACQUIRING,SEPARATION,19,-0.50854,0.01013,-0.16693,-0.01005,0.16694,-0.25427,0,0.25427,0
4266,254985,7,16,1440452378,244,1,3,3,2,ACQUIRING,SEPARATION,18,-0.50854,0.01013,-0.16693,-0.01005,0.16694,-0.25427,0,0.25427,0
4266,254985,7,20,1440452379,672,1,3,3,2,ACQUIRING,SEPARATION,16,-0.50854,0.01013,-0.16693,-0.01005,0.16694,-0.25427,0,0.25427,0
4266,254985,7,24,1440452381,198,1,3,3,2,ACQUIRING,SEPARATION,15,-0.50854,0.01013,-0.16693,-0.01005,0.16694,-0.25427,0,0.25427,0
4266,254985,7,28,1440452382,644,1,3,3,2,ACQUIRING,SEPARATION,13,-0.50854,0.01013,-0.16693,-0.01005,0.16694,-0.25427,0,0.25427,0
4266,254985,7,32,1440452384,73,1,3,3,2,ACQUIRING,SEPARATION,12,-0.50854,0.01013,-0.16693,-0.01005,0.16694,-0.25427,0,0.25427,0
4266,254985,7,36,1440452385,502,1,3,3,2,ACQUIRING,SEPARATION,10,-0.50854,0.01013,-0.16693,-0.01005,0.16694,-0.25427,0,0.25427,0
4266,254985,7,40,1440452387,15,1,3,3,2,ACQUIRING,SEPARATION,9,-0.50854,0.01013,-0.16693,-0.01005,0.16694,-0.25427,0,0.25427,0
4266,254985,7,44,1440452388,431,1,3,3,2,ACQUIRING,SEPARATION,7,-0.50854,0.01013,-0.16693,-0.01005,0.16694,-0.25427,0,0.25427,0
4266,254985,7,48,1440452389,944,1,3,3,2,ACQUIRING,SEPARATION,6,-0.50854,0.01013,-0.16693,-0.01005,0.16694,-0.25427,0,0.25427,0
4266,254985,7,52,1440452391,358,1,3,3,2,ACQUIRING,SEPARATION,5,-0.50854,0.01013,-0.16693,-0.01005,0.16694,-0.25427,0,0.25427,0
4266,254985,7,56,1440452392,872,1,3,3,2,ACQUIRING,SEPARATION,3,-0.50854,0.01013,-0.16693,-0.01005,0.16694,-0.25427,0,0.25427,0
4266,254985,7,60,1440452394,290,1,3,3,2,ACQUIRING,SEPARATION,2,-0.50854,0.01013,-0.16693,-0.01005,0.16694,-0.25427,0,0.25427,0
4266,254985,7,64,1440452395,703,1,3,3,2,ACQUIRING,SEPARATION,0,-0.50854,0.01013,-0.16693,-0.01005,0.16694,-0.25427,0,0.25427,0
4266,254985,8,48,1440452413,276,1,4,3,2,ACQUIRING,SEPARATION,29,-0.45768,0.03556,-0.16693,-0.03548,0.16694,-0.22884,0,0.22884,0
4266,254985,8,52,1440452414,688,1,4,3,2,ACQUIRING,SEPARATION,27,-0.45768,0.03556,-0.16693,-0.03548,0.16694,-0.22884,0,0.22884,0
4266,254985,8,56,1440452416,124,1,4,3,2,ACQUIRING,SEPARATION,26,-0.45768,0.03556,-0.16693,-0.03548,0.16694,-0.22884,0,0.22884,0
4266,254985,8,60,1440452417,641,1,4,3,2,ACQUIRING,SEPARATION,24,-0.45768,0.03556,-0.16693,-0.03548,0.16694,-0.22884,0,0.22884,0
4266,254985,8,64,1440452419,54,1,4,3,2,ACQUIRING,SEPARATION,23,-0.45768,0.03556,-0.16693,-0.03548,0.16694,-0.22884,0,0.22884,0
4266,254985,9,4,1440452420,470,1,4,3,2,ACQUIRING,SEPARATION,21,-0.45768,0.03556,-0.16693,-0.03548,0.16694,-0.22884,0,0.22884,0
4266,254985,9,8,1440452421,983,1,4,3,2,ACQUIRING,SEPARATION,20,-0.45768,0.03556,-0.16693,-0.03548,0.16694,-0.22884,0,0.22884,0
4266,254985,9,12,1440452423,396,1,4,3,2,ACQUIRING,SEPARATION,19,-0.45768,0.03556,-0.16693,-0.03548,0.16694,-0.22884,0,0.22884,0
4266,254985,9,16,1440452424,925,1,4,3,2,ACQUIRING,SEPARATION,17,-0.45768,0.03556,-0.16693,-0.03548,0.16694,-0.22884,0,0.22884,0
4266,254985,9,20,1440452426,352,1,4,3,2,ACQUIRING,SEPARATION,16,-0.45768,0.03556,-0.16693,-0.03548,0.16694,-0.22884,0,0.22884,0
4266,254985,9,24,1440452427,762,1,4,3,2,ACQUIRING,SEPARATION,14,-0.45768,0.03556,-0.16693,-0.03548,0.16694,-0.22884,0,0.22884,0
4266,254985,9,28,1440452429,280,1,4,3,2,ACQUIRING,SEPARATION,13,-0.45768,0.03556,-0.16693,-0.03548,0.16694,-0.22884,0,0.22884,0
4266,254985,9,32,1440452430,725,1,4,3,2,ACQUIRING,SEPARATION,11,-0.45768,0.03556,-0.16693,-0.03548,0.16694,-0.22884,0,0.22884,0
4266,254985,9,36,1440452432,140,1,4,3,2,ACQUIRING,SEPARATION,10,-0.45768,0.03556,-0.16693,-0.03548,0.16694,-0.22884,0,0.22884,0
4266,254985,9,40,1440452433,659,1,4,3,2,ACQUIRING,SEPARATION,8,-0.45768,0.03556,-0.16693,-0.03548,0.16694,-0.22884,0,0.22884,0
4266,254985,9,44,1440452435,71,1,4,3,2,ACQUIRING,SEPARATION,7,-0.45768,0.03556,-0.16693,-0.03548,0.16694,-0.22884,0,0.22884,0
4266,254985,9,48,1440452436,586,1,4,3,2,ACQUIRING,SEPARATION,5,-0.45768,0.03556,-0.16693,-0.03548,0.16694,-0.22884,0,0.22884,0
4266,254985,9,52,1440452438,1,1,4,3,2,ACQUIRING,SEPARATION,4,-0.45768,0.03556,-0.16693,-0.03548,0.16694,-0.22884,0,0.22884,0
4266,254985,9,56,1440452439,445,1,4,3,2,ACQUIRING,SEPARATION,3,-0.45768,0.03556,-0.16693,-0.03548,0.16694,-0.22884,0,0.22884,0
4266,254985,9,60,1440452440,879,1,4,3,2,ACQUIRING,SEPARATION,1,-0.45768,0.03556,-0.16693,-0.03548,0.16694,-0.22884,0,0.22884,0
4266,254985,10,44,1440452458,379,1,5,3,2,ACQUIRING,SEPARATION,30,-0.40682,0.06099,-0.16693,-0.06091,0.16694,-0.20341,0,0.20341,0
4266,254985,10,48,1440452459,900,1,5,3,2,ACQUIRING,SEPARATION,28,-0.40682,0.06099,-0.16693,-0.06091,0.16694,-0.20341,0,0.20341,0
4266,254985,10,52,1440452461,319,1,5,3,2,ACQUIRING,SEPARATION,27,-0.40682,0.06099,-0.16693,-0.06091,0.16694,-0.20341,0,0.20341,0
4266,254985,10,56,1440452462,735,1,5,3,2,ACQUIRING,SEPARATION,25,-0.40682,0.06099,-0.16693,-0.06091,0.16694,-0.20341,0,0.20341,0
4266,254985,10,60,1440452464,172,1,5,3,2,ACQUIRING,SEPARATION,24,-0.40682,0.06099,-0.16693,-0.06091,0.16694,-0.20341,0,0.20341,0
4266,254985,10,64,1440452465,694,1,5,3,2,ACQUIRING,SEPARATION,22,-0.40682,0.06099,-0.16693,-0.06091,0.16694,-0.20341,0,0.20341,0
4266,254985,11,4,1440452467,109,1,5,3,2,ACQUIRING,SEPARATION,21,-0.40682,0.06099,-0.16693,-0.06091,0.16694,-0.20341,0,0.20341,0
4266,254985,11,8,1440452468,623,1,5,3,2,ACQUIRING,SEPARATION,19,-0.40682,0.06099,-0.16693,-0.06091,0.16694,-0.20341,0,0.20341,0
4266,254985,11,12,1440452470,36,1,5,3,2,ACQUIRING,SEPARATION,18,-0.40682,0.06099,-0.16693,-0.06091,0.16694,-0.20341,0,0.20341,0
4266,254985,11,16,1440452471,551,1,5,3,2,ACQUIRING,SEPARATION,16,-0.40682,0.06099,-0.16693,-0.06091,0.16694,-0.20341,0,0.20341,0
4266,254985,11,20,1440452472,964,1,5,3,2,ACQUIRING,SEPARATION,15,-0.40682,0.06099,-0.16693,-0.06091,0.16694,-0.20341,0,0.20341,0
4266,254985,11,24,1440452474,388,1,5,3,2,ACQUIRING,SEPARATION,14,-0.40682,0.06099,-0.16693,-0.06091,0.16694,-0.20341,0,0.20341,0
4266,254985,11,28,1440452475,917,1,5,3,2,ACQUIRING,SEPARATION,12,-0.40682,0.06099,-0.16693,-0.06091,0.16694,-0.20341,0,0.20341,0
4266,254985,11,32,1440452477,347,1,5,3,2,ACQUIRING,SEPARATION,11,-0.40682,0.06099,-0.16693,-0.06091,0.16694,-0.20341,0,0.20341,0
4266,254985,11,36,1440452478,778,1,5,3,2,ACQUIRING,SEPARATION,9,-0.40682,0.06099,-0.16693,-0.06091,0.16694,-0.20341,0,0.20341,0
4266,254985,11,40,1440452480,205,1,5,3,2,ACQUIRING,SEPARATION,8,-0.40682,0.06099,-0.16693,-0.06091,0.16694,-0.20341,0,0.20341,0
4266,254985,11,44,1440452481,721,1,5,3,2,ACQUIRING,SEPARATION,6,-0.40682,0.06099,-0.16693,-0.06091,0.16694,-0.20341,0,0.20341,0
4266,254985,11,48,1440452483,156,1,5,3,2,ACQUIRING,SEPARATION,5,-0.40682,0.06099,-0.16693,-0.06091,0.16694,-0.20341,0,0.20341,0
4266,254985,11,52,1440452484,584,1,5,3,2,ACQUIRING,SEPARATION,3,-0.40682,0.06099,-0.16693,-0.06091,0.16694,-0.20341,0,0.20341,0
4266,254985,11,56,1440452486,108,1,5,3,2,ACQUIRING,SEPARATION,2,-0.40682,0.06099,-0.16693,-0.06091,0.16694,-0.20341,0,0.20341,0
4266,254985,11,60,1440452487,545,1,5,3,2,ACQUIRING,SEPARATION,0,-0.40682,0.06099,-0.16693,-0.06091,0.16694,-0.20341,0,0.20341,0
4266,254985,12,44,1440452505,15,1,6,3,2,ACQUIRING,SEPARATION,30,-0.35596,0.08642,-0.16693,-0.08634,0.16694,-0.17798,0,0.17798,0
4266,254985,12,48,1440452506,430,1,6,3,2,ACQUIRING,SEPARATION,28,-0.35596,0.08642,-0.16693,-0.08634,0.16694,-0.17798,0,0.17798,0
4266,254985,12,52,1440452507,945,1,6,3,2,ACQUIRING,SEPARATION,27,-0.35596,0.08642,-0.16693,-0.08634,0.16694,-0.17798,0,0.17798,0
4266,254985,12,56,1440452509,375,1,6,3,2,ACQUIRING,SEPARATION,25,-0.35596,0.08642,-0.16693,-0.08634,0.16694,-0.17798,0,0.17798,0
4266,254985,12,60,1440452510,801,1,6,3,2,ACQUIRING,SEPARATION,24,-0.35596,0.08642,-0.16693,-0.08634,0.16694,-0.17798,0,0.17798,0
4266,254985,12,64,1440452512,333,1,6,3,2,ACQUIRING,SEPARATION,22,-0.35596,0.08642,-0.16693,-0.08634,0.16694,-0.17798,0,0.17798,0
4266,254985,13,4,1440452513,773,1,6,3,2,ACQUIRING,SEPARATION,21,-0.35596,0.08642,-0.16693,-0.08634,0.16694,-0.17798,0,0.17798,0
4266,254985,13,8,1440452515,210,1,6,3,2,ACQUIRING,SEPARATION,19,-0.35596,0.08642,-0.16693,-0.08634,0.16694,-0.17798,0,0.17798,0
4266,254985,13,12,1440452516,647,1,6,3,2,ACQUIRING,SEPARATION,18,-0.35596,0.08642,-0.16693,-0.08634,0.16694,-0.17798,0,0.17798,0
4266,254985,13,16,1440452518,170,1,6,3,2,ACQUIRING,SEPARATION,16,-0.35596,0.08642,-0.16693,-0.08634,0.16694,-0.17798,0,0.17798,0
4266,254985,13,20,1440452519,589,1,6,3,2,ACQUIRING,SEPARATION,15,-0.35596,0.08642,-0.16693,-0.08634,0.16694,-0.17798,0,0.17798,0
4266,254985,13,24,1440452521,7,1,6,3,2,ACQUIRING,SEPARATION,14,-0.35596,0.08642,-0.16693,-0.08634,0.16694,-0.17798,0,0.17798,0
4266,254985,13,28,1440452522,536,1,6,3,2,ACQUIRING,SEPARATION,12,-0.35596,0.08642,-0.16693,-0.08634,0.16694,-0.17798,0,0.17798,0
4266,254985,13,32,1440452523,955,1,6,3,2,ACQUIRING,SEPARATION,10,-0.35596,0.08642,-0.16693,-0.08634,0.16694,-0.17798,0,0.17798,0
4266,254985,13,36,1440452525,369,1,6,3,2,ACQUIRING,SEPARATION,9,-0.35596,0.08642,-0.16693,-0.08634,0.16694,-0.17798,0,0.17798,0
4266,254985,13,40,1440452526,883,1,6,3,2,ACQUIRING,SEPARATION,7,-0.35596,0.08642,-0.16693,-0.08634,0.16694,-0.17798,0,0.17798,0
4266,254985,13,44,1440452528,295,1,6,3,2,ACQUIRING,SEPARATION,6,-0.35596,0.08642,-0.16693,-0.08634,0.16694,-0.17798,0,0.17798,0
4266,254985,13,48,1440452529,835,1,6,3,2,ACQUIRING,SEPARATION,4,-0.35596,0.08642,-0.16693,-0.08634,0.16694,-0.17798,0,0.17798,0
4266,254985,13,52,1440452531,261,1,6,3,2,ACQUIRING,SEPARATION,3,-0.35596,0.08642,-0.16693,-0.08634,0.16694,-0.17798,0,0.17798,0
4266,254985,13,56,1440452532,691,1,6,3,2,ACQUIRING,SEPARATION,1,-0.35596,0.08642,-0.16693,-0.08634,0.16694,-0.17798,0,0.17798,0
4266,254985,13,60,1440452534,204,1,6,3,2,ACQUIRING,SEPARATION,0,-0.35596,0.08642,-0.16693,-0.08634,0.16694,-0.17798,0,0.17798,0
4266,254985,14,44,1440452551,656,1,7,3,2,ACQUIRING,SEPARATION,29,-0.3051,0.11185,-0.16693,-0.11177,0.16694,-0.15255,0,0.15255,0
4266,254985,14,48,1440452553,77,1,7,3,2,ACQUIRING,SEPARATION,28,-0.3051,0.11185,-0.16693,-0.11177,0.16694,-0.15255,0,0.15255,0
4266,254985,14,52,1440452554,591,1,7,3,2,ACQUIRING,SEPARATION,26,-0.3051,0.11185,-0.16693,-0.11177,0.16694,-0.15255,0,0.15255,0
4266,254985,14,56,1440452556,5,1,7,3,2,ACQUIRING,SEPARATION,25,-0.3051,0.11185,-0.16693,-0.11177,0.16694,-0.15255,0,0.15255,0
4266,254985,14,60,1440452557,419,1,7,3,2,ACQUIRING,SEPARATION,24,-0.3051,0.11185,-0.16693,-0.11177,0.16694,-0.15255,0,0.15255,0
4266,254985,14,64,1440452558,938,1,7,3,2,ACQUIRING,SEPARATION,22,-0.3051,0.11185,-0.16693,-0.11177,0.16694,-0.15255,0,0.15255,0
4266,254985,15,4,1440452560,356,1,7,3,2,ACQUIRING,SEPARATION,21,-0.3051,0.11185,-0.16693,-0.11177,0.16694,-0.15255,0,0.15255,0
4266,254985,15,8,1440452561,788,1,7,3,2,ACQUIRING,SEPARATION,19,-0.3051,0.11185,-0.16693,-0.11177,0.16694,-0.15255,0,0.15255,0
4266,254985,15,12,1440452563,308,1,7,3,2,ACQUIRING,SEPARATION,17,-0.3051,0.11185,-0.16693,-0.11177,0.16694,-0.15255,0,0.15255,0
4266,254985,15,16,1440452564,722,1,7,3,2,ACQUIRING,SEPARATION,16,-0.3051,0.11185,-0.16693,-0.11177,0.16694,-0.15255,0,0.15255,0
4266,254985,15,20,1440452566,240,1,7,3,2,ACQUIRING,SEPARATION,14,-0.3051,0.11185,-0.16693,-0.11177,0.16694,-0.15255,0,0.15255,0
4266,254985,15,24,1440452567,654,1,7,3,2,ACQUIRING,SEPARATION,13,-0.3051,0.11185,-0.16693,-0.11177,0.16694,-0.15255,0,0.15255,0
4266,254985,15,28,1440452569,167,1,7,3,2,ACQUIRING,SEPARATION,11,-0.3051,0.11185,-0.16693,-0.11177,0.16694,-0.15255,0,0.15255,0
4266,254985,15,32,1440452570,584,1,7,3,2,ACQUIRING,SEPARATION,10,-0.3051,0.11185,-0.16693,-0.11177,0.16694,-0.15255,0,0.15255,0
4266,254985,15,36,1440452571,994,1,7,3,2,ACQUIRING,SEPARATION,9,-0.3051,0.11185,-0.16693,-0.11177,0.16694,-0.15255,0,0.15255,0
4266,254985,15,40,1440452573,522,1,7,3,2,ACQUIRING,SEPARATION,7,-0.3051,0.11185,-0.16693,-0.11177,0.16694,-0.15255,0,0.15255,0
4266,254985,15,44,1440452574,943,1,7,3,2,ACQUIRING,SEPARATION,6,-0.3051,0.11185,-0.16693,-0.11177,0.16694,-0.15255,0,0.15255,0
4266,254985,15,48,1440452576,369,1,7,3,2,ACQUIRING,SEPARATION,4,-0.3051,0.11185,-0.16693,-0.11177,0.16694,-0.15255,0,0.15255,0
4266,254985,15,52,1440452577,889,1,7,3,2,ACQUIRING,SEPARATION,3,-0.3051,0.11185,-0.16693,-0.11177,0.16694,-0.15255,0,0.15255,0
