fill,run,ls,nb,sec,msec,acqflag,step,beam,ip,scanstatus,plane,progress,nominal_separation,read_nominal_B1sepPlane,read_nominal_B1xingPlane,read_nominal_B2sepPlane,read_nominal_B2xingPlane,set_nominal_B1sepPlane,set_nominal_B1xingPlane,set_nominal_B2sepPlane,set_nominal_B2xingPlane,bpm_5LDOROS_B1Names,bpm_5LDOROS_B1hPos,bpm_5LDOROS_B1vPos,bpm_5LDOROS_B1hErr,bpm_5LDOROS_B1vErr,bpm_5RDOROS_B1Names,bpm_5RDOROS_B1hPos,bpm_5RDOROS_B1vPos,bpm_5RDOROS_B1hErr,bpm_5RDOROS_B1vErr,bpm_5LDOROS_B2Names,bpm_5LDOROS_B2hPos,bpm_5LDOROS_B2vPos,bpm_5LDOROS_B2hErr,bpm_5LDOROS_B2vErr,bpm_5RDOROS_B2Names,bpm_5RDOROS_B2hPos,bpm_5RDOROS_B2vPos,bpm_5RDOROS_B2hErr,bpm_5RDOROS_B2vErr,atlas_totInst
4658,262548,115,64,1448446007,454,1,0,3,2,ACQUIRING,SEPARATION,10,0,-0.01702,-0.21945,0.01724,0.21964,0,0,-0,0,LHC.BPM.1L5.B1_DOROS,3443.85,-45.4145,447.11,544.766,LHC.BPM.1R5.B1_DOROS,3042.73,-406.333,413.241,496.808,LHC.BPM.1L5.B2_DOROS,-7990.83,90.3445,613.772,516.83,LHC.BPM.1R5.B2_DOROS,-3794.33,-511.981,658.054,532.203,0.00577132
4658,262548,116,4,1448446008,878,1,0,3,2,ACQUIRING,SEPARATION,8,0,-0.01702,-0.21945,0.01724,0.21964,0,0,-0,0,LHC.BPM.1L5.B1_DOROS,3443.75,-44.8915,439.561,537.852,LHC.BPM.1R5.B1_DOROS,3043.3,-406.066,416.831,500.963,LHC.BPM.1L5.B2_DOROS,-7990.18,90.1731,621.075,512.32,LHC.BPM.1R5.B2_DOROS,-3794.03,-511.916,646.448,526.073,0.00595777
4658,262548,116,8,1448446010,400,1,0,3,2,ACQUIRING,SEPARATION,7,0,-0.01702,-0.21945,0.01724,0.21964,0,0,-0,0,LHC.BPM.1L5.B1_DOROS,3444.52,-44.713,439.519,537.824,LHC.BPM.1R5.B1_DOROS,3043.11,-405.882,416.818,500.92,LHC.BPM.1L5.B2_DOROS,-7993.81,90.9048,620.802,511.859,LHC.BPM.1R5.B2_DOROS,-3795.34,-512.168,646.121,525.693,0.00598082
4658,262548,116,12,1448446011,815,1,0,3,2,ACQUIRING,SEPARATION,5,0,-0.01702,-0.21945,0.01724,0.21964,0,0,-0,0,LHC.BPM.1L5.B1_DOROS,3443.92,-44.6459,447.111,544.712,LHC.BPM.1R5.B1_DOROS,3042.96,-405.65,413.2,496.756,LHC.BPM.1L5.B2_DOROS,-7993.21,91.3085,613.43,516.245,LHC.BPM.1R5.B2_DOROS,-3795.25,-512.277,657.572,531.79,0.00570964
4658,262548,116,16,1448446013,330,1,0,3,2,ACQUIRING,SEPARATION,4,0,-0.01702,-0.21945,0.01724,0.21964,0,0,-0,0,LHC.BPM.1L5.B1_DOROS,3444.77,-44.6384,447.057,544.687,LHC.BPM.1R5.B1_DOROS,3043.41,-405.597,413.168,496.706,LHC.BPM.1L5.B2_DOROS,-7991.73,90.7326,613.337,516.209,LHC.BPM.1R5.B2_DOROS,-3794.6,-512.238,657.549,531.831,0.00565483
4658,262548,116,20,1448446014,749,1,0,3,2,ACQUIRING,SEPARATION,2,0,-0.01702,-0.21945,0.01724,0.21964,0,0,-0,0,LHC.BPM.1L5.B1_DOROS,3444.79,-44.3959,439.486,537.822,LHC.BPM.1R5.B1_DOROS,3043.68,-405.453,416.768,500.882,LHC.BPM.1L5.B2_DOROS,-7991.79,91.0022,620.629,511.653,LHC.BPM.1R5.B2_DOROS,-3794.76,-511.943,646.002,525.628,0.00565483
4658,262548,116,24,1448446016,162,1,0,3,2,ACQUIRING,SEPARATION,1,0,-0.01702,-0.21945,0.01724,0.21964,0,0,-0,0,LHC.BPM.1L5.B1_DOROS,3444.3,-44.0047,439.5,537.781,LHC.BPM.1R5.B1_DOROS,3043.69,-405.011,416.779,500.876,LHC.BPM.1L5.B2_DOROS,-7991.42,90.2854,620.628,511.735,LHC.BPM.1R5.B2_DOROS,-3795,-512.564,646.017,525.613,0.0054779
4658,262548,116,64,1448446030,811,1,1,3,2,ACQUIRING,SEPARATION,10,-0.08408,-0.05906,-0.21945,0.05928,0.21964,-0.04204,0,0.04204,0,LHC.BPM.1L5.B1_DOROS,3442.93,-39.2837,439.319,537.171,LHC.BPM.1R5.B1_DOROS,3043.2,-400.382,416.431,500.485,LHC.BPM.1L5.B2_DOROS,-7989.41,89.5818,620.443,511.942,LHC.BPM.1R5.B2_DOROS,-3792.88,-513.887,645.908,525.795,0.00189384
4658,262548,117,4,1448446032,227,1,1,3,2,ACQUIRING,SEPARATION,8,-0.08408,-0.05906,-0.21945,0.05928,0.21964,-0.04204,0,0.04204,0,LHC.BPM.1L5.B1_DOROS,3443.83,-40.1284,439.259,537.189,LHC.BPM.1R5.B1_DOROS,3042.95,-400.609,416.439,500.453,LHC.BPM.1L5.B2_DOROS,-7990.9,88.8514,620.459,511.988,LHC.BPM.1R5.B2_DOROS,-3793.18,-513.757,645.876,525.777,0.00189384
4658,262548,117,8,1448446033,642,1,1,3,2,ACQUIRING,SEPARATION,7,-0.08408,-0.05906,-0.21945,0.05928,0.21964,-0.04204,0,0.04204,0,LHC.BPM.1L5.B1_DOROS,3443.36,-39.9532,446.689,544.065,LHC.BPM.1R5.B1_DOROS,3043.47,-400.942,412.777,496.168,LHC.BPM.1L5.B2_DOROS,-7990.38,89.5241,613.185,516.163,LHC.BPM.1R5.B2_DOROS,-3793.45,-513.675,657.409,531.862,0.00177817
4658,262548,117,12,1448446035,163,1,1,3,2,ACQUIRING,SEPARATION,5,-0.08408,-0.05906,-0.21945,0.05928,0.21964,-0.04204,0,0.04204,0,LHC.BPM.1L5.B1_DOROS,3443.18,-39.6634,446.691,544.055,LHC.BPM.1R5.B1_DOROS,3043.19,-401.015,412.755,496.145,LHC.BPM.1L5.B2_DOROS,-7989.95,90.0586,612.876,515.895,LHC.BPM.1R5.B2_DOROS,-3792.8,-512.984,657.115,531.664,0.00205581
4658,262548,117,16,1448446036,579,1,1,3,2,ACQUIRING,SEPARATION,4,-0.08408,-0.05906,-0.21945,0.05928,0.21964,-0.04204,0,0.04204,0,LHC.BPM.1L5.B1_DOROS,3443.17,-40.3786,439.224,537.192,LHC.BPM.1R5.B1_DOROS,3042.95,-401.347,416.403,500.405,LHC.BPM.1L5.B2_DOROS,-7989.74,90.5181,620.023,511.502,LHC.BPM.1R5.B2_DOROS,-3792.66,-512.62,645.438,525.308,0.00175504
4658,262548,117,20,1448446038,94,1,1,3,2,ACQUIRING,SEPARATION,2,-0.08408,-0.05906,-0.21945,0.05928,0.21964,-0.04204,0,0.04204,0,LHC.BPM.1L5.B1_DOROS,3443.2,-41.4954,439.201,537.167,LHC.BPM.1R5.B1_DOROS,3043.12,-402.179,416.399,500.393,LHC.BPM.1L5.B2_DOROS,-7988.5,92.0139,619.954,511.348,LHC.BPM.1R5.B2_DOROS,-3792.45,-511.864,645.395,525.241,0.00175504
4658,262548,117,24,1448446039,508,1,1,3,2,ACQUIRING,SEPARATION,1,-0.08408,-0.05906,-0.21945,0.05928,0.21964,-0.04204,0,0.04204,0,LHC.BPM.1L5.B1_DOROS,3443.53,-41.6206,446.668,544.102,LHC.BPM.1R5.B1_DOROS,3042.81,-402.353,412.73,496.148,LHC.BPM.1L5.B2_DOROS,-7988.24,91.8133,612.69,515.645,LHC.BPM.1R5.B2_DOROS,-3792.08,-511.569,656.89,531.406,0.00205581
4658,262548,117,28,1448446040,924,1,3,3,2,ACQUIRING,SEPARATION,5,-0.0688,-0.05142,-0.21945,0.05164,0.21964,-0.0344,0,0.0344,0,LHC.BPM.1L5.B1_DOROS,3442.89,-52.0915,438.722,537.051,LHC.BPM.1R5.B1_DOROS,3042.67,-412.789,416.023,500.142,LHC.BPM.1L5.B2_DOROS,-7987.8,92.5453,619.318,510.838,LHC.BPM.1R5.B2_DOROS,-3790.33,-511.013,644.743,524.766,0.00260805
4658,262548,117,32,1448446042,438,1,3,3,2,ACQUIRING,SEPARATION,5,-0.0688,-0.05142,-0.21945,0.05164,0.21964,-0.0344,0,0.0344,0,LHC.BPM.1L5.B1_DOROS,3442.89,-52.0915,438.722,537.051,LHC.BPM.1R5.B1_DOROS,3042.67,-412.789,416.023,500.142,LHC.BPM.1L5.B2_DOROS,-7987.8,92.5453,619.318,510.838,LHC.BPM.1R5.B2_DOROS,-3790.33,-511.013,644.743,524.766,0.00260805
4658,262548,117,36,1448446043,850,1,3,3,2,ACQUIRING,SEPARATION,5,-0.0688,-0.05142,-0.21945,0.05164,0.21964,-0.0344,0,0.0344,0,LHC.BPM.1L5.B1_DOROS,3442.89,-52.0915,438.722,537.051,LHC.BPM.1R5.B1_DOROS,3042.67,-412.789,416.023,500.142,LHC.BPM.1L5.B2_DOROS,-7987.8,92.5453,619.318,510.838,LHC.BPM.1R5.B2_DOROS,-3790.33,-511.013,644.743,524.766,0.00260805
4658,262548,117,40,1448446045,363,1,3,3,2,ACQUIRING,SEPARATION,5,-0.0688,-0.05142,-0.21945,0.05164,0.21964,-0.0344,0,0.0344,0,LHC.BPM.1L5.B1_DOROS,3442.89,-52.0915,438.722,537.051,LHC.BPM.1R5.B1_DOROS,3042.67,-412.789,416.023,500.142,LHC.BPM.1L5.B2_DOROS,-7987.8,92.5453,619.318,510.838,LHC.BPM.1R5.B2_DOROS,-3790.33,-511.013,644.743,524.766,0.00260805
4658,262548,117,44,1448446046,776,1,3,3,2,ACQUIRING,SEPARATION,5,-0.0688,-0.05142,-0.21945,0.05164,0.21964,-0.0344,0,0.0344,0,LHC.BPM.1L5.B1_DOROS,3442.89,-52.0915,438.722,537.051,LHC.BPM.1R5.B1_DOROS,3042.67,-412.789,416.023,500.142,LHC.BPM.1L5.B2_DOROS,-7987.8,92.5453,619.318,510.838,LHC.BPM.1R5.B2_DOROS,-3790.33,-511.013,644.743,524.766,0.00260805
4658,262548,117,48,1448446048,298,1,3,3,2,ACQUIRING,SEPARATION,5,-0.0688,-0.05142,-0.21945,0.05164,0.21964,-0.0344,0,0.0344,0,LHC.BPM.1L5.B1_DOROS,3442.89,-52.0915,438.722,537.051,LHC.BPM.1R5.B1_DOROS,3042.67,-412.789,416.023,500.142,LHC.BPM.1L5.B2_DOROS,-7987.8,92.5453,619.318,510.838,LHC.BPM.1R5.B2_DOROS,-3790.33,-511.013,644.743,524.766,0.00260805
4658,262548,117,52,1448446049,716,1,3,3,2,ACQUIRING,SEPARATION,5,-0.0688,-0.05142,-0.21945,0.05164,0.21964,-0.0344,0,0.0344,0,LHC.BPM.1L5.B1_DOROS,3442.89,-52.0915,438.722,537.051,LHC.BPM.1R5.B1_DOROS,3042.67,-412.789,416.023,500.142,LHC.BPM.1L5.B2_DOROS,-7987.8,92.5453,619.318,510.838,LHC.BPM.1R5.B2_DOROS,-3790.33,-511.013,644.743,524.766,0.00260805
4658,262548,117,56,1448446051,128,1,3,3,2,ACQUIRING,SEPARATION,5,-0.0688,-0.05142,-0.21945,0.05164,0.21964,-0.0344,0,0.0344,0,LHC.BPM.1L5.B1_DOROS,3442.89,-52.0915,438.722,537.051,LHC.BPM.1R5.B1_DOROS,3042.67,-412.789,416.023,500.142,LHC.BPM.1L5.B2_DOROS,-7987.8,92.5453,619.318,510.838,LHC.BPM.1R5.B2_DOROS,-3790.33,-511.013,644.743,524.766,0.00260805
4658,262548,117,60,1448446052,649,1,3,3,2,ACQUIRING,SEPARATION,5,-0.0688,-0.05142,-0.21945,0.05164,0.21964,-0.0344,0,0.0344,0,LHC.BPM.1L5.B1_DOROS,3442.89,-52.0915,438.722,537.051,LHC.BPM.1R5.B1_DOROS,3042.67,-412.789,416.023,500.142,LHC.BPM.1L5.B2_DOROS,-7987.8,92.5453,619.318,510.838,LHC.BPM.1R5.B2_DOROS,-3790.33,-511.013,644.743,524.766,0.00260805
4658,262548,117,64,1448446054,70,1,3,3,2,ACQUIRING,SEPARATION,5,-0.0688,-0.05142,-0.21945,0.05164,0.21964,-0.0344,0,0.0344,0,LHC.BPM.1L5.B1_DOROS,3442.89,-52.0915,438.722,537.051,LHC.BPM.1R5.B1_DOROS,3042.67,-412.789,416.023,500.142,LHC.BPM.1L5.B2_DOROS,-7987.8,92.5453,619.318,510.838,LHC.BPM.1R5.B2_DOROS,-3790.33,-511.013,644.743,524.766,0.00260805
4658,262548,118,4,1448446055,592,1,3,3,2,ACQUIRING,SEPARATION,5,-0.0688,-0.05142,-0.21945,0.05164,0.21964,-0.0344,0,0.0344,0,LHC.BPM.1L5.B1_DOROS,3442.89,-52.0915,438.722,537.051,LHC.BPM.1R5.B1_DOROS,3042.67,-412.789,416.023,500.142,LHC.BPM.1L5.B2_DOROS,-7987.8,92.5453,619.318,510.838,LHC.BPM.1R5.B2_DOROS,-3790.33,-511.013,644.743,524.766,0.00260805
4658,262548,118,8,1448446057,11,1,3,3,2,ACQUIRING,SEPARATION,5,-0.0688,-0.05142,-0.21945,0.05164,0.21964,-0.0344,0,0.0344,0,LHC.BPM.1L5.B1_DOROS,3442.89,-52.0915,438.722,537.051,LHC.BPM.1R5.B1_DOROS,3042.67,-412.789,416.023,500.142,LHC.BPM.1L5.B2_DOROS,-7987.8,92.5453,619.318,510.838,LHC.BPM.1R5.B2_DOROS,-3790.33,-511.013,644.743,524.766,0.00260805
4658,262548,118,12,1448446058,423,1,3,3,2,ACQUIRING,SEPARATION,5,-0.0688,-0.05142,-0.21945,0.05164,0.21964,-0.0344,0,0.0344,0,LHC.BPM.1L5.B1_DOROS,3442.89,-52.0915,438.722,537.051,LHC.BPM.1R5.B1_DOROS,3042.67,-412.789,416.023,500.142,LHC.BPM.1L5.B2_DOROS,-7987.8,92.5453,619.318,510.838,LHC.BPM.1R5.B2_DOROS,-3790.33,-511.013,644.743,524.766,0.00260805
4658,262548,118,16,1448446059,940,1,3,3,2,ACQUIRING,SEPARATION,5,-0.0688,-0.05142,-0.21945,0.05164,0.21964,-0.0344,0,0.0344,0,LHC.BPM.1L5.B1_DOROS,3442.89,-52.0915,438.722,537.051,LHC.BPM.1R5.B1_DOROS,3042.67,-412.789,416.023,500.142,LHC.BPM.1L5.B2_DOROS,-7987.8,92.5453,619.318,510.838,LHC.BPM.1R5.B2_DOROS,-3790.33,-511.013,644.743,524.766,0.00260805
4658,262548,118,20,1448446061,353,1,3,3,2,ACQUIRING,SEPARATION,5,-0.0688,-0.05142,-0.21945,0.05164,0.21964,-0.0344,0,0.0344,0,LHC.BPM.1L5.B1_DOROS,3442.89,-52.0915,438.722,537.051,LHC.BPM.1R5.B1_DOROS,3042.67,-412.789,416.023,500.142,LHC.BPM.1L5.B2_DOROS,-7987.8,92.5453,619.318,510.838,LHC.BPM.1R5.B2_DOROS,-3790.33,-511.013,644.743,524.766,0.00260805
4658,262548,118,24,1448446062,876,1,3,3,2,ACQUIRING,SEPARATION,5,-0.0688,-0.05142,-0.21945,0.05164,0.21964,-0.0344,0,0.0344,0,LHC.BPM.1L5.B1_DOROS,3442.89,-52.0915,438.722,537.051,LHC.BPM.1R5.B1_DOROS,3042.67,-412.789,416.023,500.142,LHC.BPM.1L5.B2_DOROS,-7987.8,92.5453,619.318,510.838,LHC.BPM.1R5.B2_DOROS,-3790.33,-511.013,644.743,524.766,0.00260805
4658,262548,118,28,1448446064,294,1,3,3,2,ACQUIRING,SEPARATION,5,-0.0688,-0.05142,-0.21945,0.05164,0.21964,-0.0344,0,0.0344,0,LHC.BPM.1L5.B1_DOROS,3442.89,-52.0915,438.722,537.051,LHC.BPM.1R5.B1_DOROS,3042.67,-412.789,416.023,500.142,LHC.BPM.1L5.B2_DOROS,-7987.8,92.5453,619.318,510.838,LHC.BPM.1R5.B2_DOROS,-3790.33,-511.013,644.743,524.766,0.00260805
4658,262548,118,32,1448446065,705,1,3,3,2,ACQUIRING,SEPARATION,5,-0.0688,-0.05142,-0.21945,0.05164,0.21964,-0.0344,0,0.0344,0,LHC.BPM.1L5.B1_DOROS,3442.89,-52.0915,438.722,537.051,LHC.BPM.1R5.B1_DOROS,3042.67,-412.789,416.023,500.142,LHC.BPM.1L5.B2_DOROS,-7987.8,92.5453,619.318,510.838,LHC.BPM.1R5.B2_DOROS,-3790.33,-511.013,644.743,524.766,0.00260805
4658,262548,118,36,1448446067,219,1,3,3,2,ACQUIRING,SEPARATION,5,-0.0688,-0.05142,-0.21945,0.05164,0.21964,-0.0344,0,0.0344,0,LHC.BPM.1L5.B1_DOROS,3442.89,-52.0915,438.722,537.051,LHC.BPM.1R5.B1_DOROS,3042.67,-412.789,416.023,500.142,LHC.BPM.1L5.B2_DOROS,-7987.8,92.5453,619.318,510.838,LHC.BPM.1R5.B2_DOROS,-3790.33,-511.013,644.743,524.766,0.00260805
4658,262548,118,40,1448446068,637,1,3,3,2,ACQUIRING,SEPARATION,5,-0.0688,-0.05142,-0.21945,0.05164,0.21964,-0.0344,0,0.0344,0,LHC.BPM.1L5.B1_DOROS,3442.89,-52.0915,438.722,537.051,LHC.BPM.1R5.B1_DOROS,3042.67,-412.789,416.023,500.142,LHC.BPM.1L5.B2_DOROS,-7987.8,92.5453,619.318,510.838,LHC.BPM.1R5.B2_DOROS,-3790.33,-511.013,644.743,524.766,0.00192513
4658,262548,118,44,1448446070,152,1,3,3,2,ACQUIRING,SEPARATION,3,-0.0688,-0.05142,-0.21945,0.05164,0.21964,-0.0344,0,0.0344,0,LHC.BPM.1L5.B1_DOROS,3442.53,-52.6848,438.759,537.081,LHC.BPM.1R5.B1_DOROS,3042.4,-413.325,416.027,500.152,LHC.BPM.1L5.B2_DOROS,-7988.79,92.3321,619.335,510.905,LHC.BPM.1R5.B2_DOROS,-3790.31,-510.768,644.759,524.801,0.00192513
4658,262548,118,48,1448446071,565,1,3,3,2,ACQUIRING,SEPARATION,2,-0.0688,-0.05142,-0.21945,0.05164,0.21964,-0.0344,0,0.0344,0,LHC.BPM.1L5.B1_DOROS,3442.37,-52.8535,446.211,543.915,LHC.BPM.1R5.B1_DOROS,3042.01,-413.55,412.362,495.992,LHC.BPM.1L5.B2_DOROS,-7986.86,92.644,612.002,515.298,LHC.BPM.1R5.B2_DOROS,-3790.07,-510.853,656.248,530.959,0.00220402
4658,262548,118,52,1448446072,978,1,3,3,2,ACQUIRING,SEPARATION,0,-0.0688,-0.05142,-0.21945,0.05164,0.21964,-0.0344,0,0.0344,0,LHC.BPM.1L5.B1_DOROS,3442.77,-53.1682,438.749,537.071,LHC.BPM.1R5.B1_DOROS,3042.65,-414.049,415.987,500.192,LHC.BPM.1L5.B2_DOROS,-7985.86,92.1729,619.276,510.922,LHC.BPM.1R5.B2_DOROS,-3789.64,-510.397,644.67,524.753,0.00185542
4658,262548,119,8,1448446080,358,1,4,3,2,ACQUIRING,SEPARATION,10,-0.06116,-0.0476,-0.21945,0.04782,0.21964,-0.03058,0,0.03058,0,LHC.BPM.1L5.B1_DOROS,3442.79,-56.644,438.364,536.754,LHC.BPM.1R5.B1_DOROS,3042.09,-417.537,415.704,500.041,LHC.BPM.1L5.B2_DOROS,-7985.98,93.787,619.24,510.848,LHC.BPM.1R5.B2_DOROS,-3789.31,-509.929,644.584,524.661,0.0020626
4658,262548,119,12,1448446081,772,1,4,3,2,ACQUIRING,SEPARATION,8,-0.06116,-0.0476,-0.21945,0.04782,0.21964,-0.03058,0,0.03058,0,LHC.BPM.1L5.B1_DOROS,3442.19,-57.224,445.89,543.599,LHC.BPM.1R5.B1_DOROS,3042.01,-417.728,412.085,495.842,LHC.BPM.1L5.B2_DOROS,-7986.07,93.4997,611.976,515.251,LHC.BPM.1R5.B2_DOROS,-3788.92,-509.609,656.052,530.827,0.00204131
4658,262548,119,16,1448446083,191,1,4,3,2,ACQUIRING,SEPARATION,7,-0.06116,-0.0476,-0.21945,0.04782,0.21964,-0.03058,0,0.03058,0,LHC.BPM.1L5.B1_DOROS,3441.77,-56.9372,445.885,543.606,LHC.BPM.1R5.B1_DOROS,3041.08,-417.79,412.079,495.844,LHC.BPM.1L5.B2_DOROS,-7985.96,92.7199,611.9,515.214,LHC.BPM.1R5.B2_DOROS,-3788.97,-510.147,656.078,530.825,0.00204131
4658,262548,119,20,1448446084,706,1,4,3,2,ACQUIRING,SEPARATION,5,-0.06116,-0.0476,-0.21945,0.04782,0.21964,-0.03058,0,0.03058,0,LHC.BPM.1L5.B1_DOROS,3441.49,-57.2847,438.35,536.724,LHC.BPM.1R5.B1_DOROS,3041.1,-418.009,415.689,500.083,LHC.BPM.1L5.B2_DOROS,-7985.46,93.1852,619.238,510.766,LHC.BPM.1R5.B2_DOROS,-3789.17,-509.943,644.604,524.62,0.00236677
4658,262548,119,24,1448446086,119,1,4,3,2,ACQUIRING,SEPARATION,4,-0.06116,-0.0476,-0.21945,0.04782,0.21964,-0.03058,0,0.03058,0,LHC.BPM.1L5.B1_DOROS,3441.1,-57.3891,438.4,536.704,LHC.BPM.1R5.B1_DOROS,3041.57,-418.598,415.646,500.087,LHC.BPM.1L5.B2_DOROS,-7987.1,92.1051,619.083,510.715,LHC.BPM.1R5.B2_DOROS,-3789.25,-510.157,644.482,524.484,0.00232027
4658,262548,119,28,1448446087,633,1,4,3,2,ACQUIRING,SEPARATION,2,-0.06116,-0.0476,-0.21945,0.04782,0.21964,-0.03058,0,0.03058,0,LHC.BPM.1L5.B1_DOROS,3442.05,-57.9558,445.888,543.619,LHC.BPM.1R5.B1_DOROS,3040.57,-419.015,412.193,495.831,LHC.BPM.1L5.B2_DOROS,-7986.56,93.2316,611.572,514.903,LHC.BPM.1R5.B2_DOROS,-3789.45,-510.208,655.802,530.574,0.00201807
4658,262548,119,32,1448446089,49,1,4,3,2,ACQUIRING,SEPARATION,1,-0.06116,-0.0476,-0.21945,0.04782,0.21964,-0.03058,0,0.03058,0,LHC.BPM.1L5.B1_DOROS,3441.4,-58.2562,445.909,543.62,LHC.BPM.1R5.B1_DOROS,3040.46,-419.234,412.284,495.819,LHC.BPM.1L5.B2_DOROS,-7985.46,92.4346,611.429,514.783,LHC.BPM.1R5.B2_DOROS,-3788.93,-510.538,655.626,530.432,0.00201807
4658,262548,119,56,1448446097,745,1,5,3,2,ACQUIRING,SEPARATION,9,-0.05352,-0.04378,-0.21945,0.044,0.21964,-0.02676,0,0.02676,0,LHC.BPM.1L5.B1_DOROS,3439.97,-61.2815,445.867,543.628,LHC.BPM.1R5.B1_DOROS,3040.12,-421.423,412.25,495.741,LHC.BPM.1L5.B2_DOROS,-7987.59,93.2344,611.566,514.916,LHC.BPM.1R5.B2_DOROS,-3790.31,-510.026,655.605,530.35,0.00208771
4658,262548,119,60,1448446099,261,1,5,3,2,ACQUIRING,SEPARATION,7,-0.05352,-0.04378,-0.21945,0.044,0.21964,-0.02676,0,0.02676,0,LHC.BPM.1L5.B1_DOROS,3442.38,-61.6747,445.715,543.508,LHC.BPM.1R5.B1_DOROS,3041.59,-421.989,412.032,495.621,LHC.BPM.1L5.B2_DOROS,-7987.45,93.0955,611.597,514.951,LHC.BPM.1R5.B2_DOROS,-3790.33,-509.798,655.582,530.305,0.00208771
4658,262548,119,64,1448446100,678,1,5,3,2,ACQUIRING,SEPARATION,6,-0.05352,-0.04378,-0.21945,0.044,0.21964,-0.02676,0,0.02676,0,LHC.BPM.1L5.B1_DOROS,3442.46,-61.6077,438.16,536.511,LHC.BPM.1R5.B1_DOROS,3040.97,-422.217,415.491,499.758,LHC.BPM.1L5.B2_DOROS,-7987.49,93.2764,618.839,510.542,LHC.BPM.1R5.B2_DOROS,-3790.23,-509.917,644.099,524.086,0.00201807
4658,262548,120,4,1448446102,203,1,5,3,2,ACQUIRING,SEPARATION,4,-0.05352,-0.04378,-0.21945,0.044,0.21964,-0.02676,0,0.02676,0,LHC.BPM.1L5.B1_DOROS,3441.81,-62.186,438.014,536.39,LHC.BPM.1R5.B1_DOROS,3040.75,-422.735,415.363,499.616,LHC.BPM.1L5.B2_DOROS,-7986.77,92.8931,618.779,510.587,LHC.BPM.1R5.B2_DOROS,-3789.43,-509.98,644.056,524.152,0.00213428
4658,262548,120,8,1448446103,629,1,5,3,2,ACQUIRING,SEPARATION,3,-0.05352,-0.04378,-0.21945,0.044,0.21964,-0.02676,0,0.02676,0,LHC.BPM.1L5.B1_DOROS,3441.96,-62.137,445.544,543.284,LHC.BPM.1R5.B1_DOROS,3041.2,-422.588,411.786,495.378,LHC.BPM.1L5.B2_DOROS,-7987.3,93.1035,611.508,514.928,LHC.BPM.1R5.B2_DOROS,-3790.03,-509.819,655.507,530.411,0.00236677
4658,262548,120,12,1448446105,41,1,5,3,2,ACQUIRING,SEPARATION,1,-0.05352,-0.04378,-0.21945,0.044,0.21964,-0.02676,0,0.02676,0,LHC.BPM.1L5.B1_DOROS,3440.55,-62.0047,445.519,543.252,LHC.BPM.1R5.B1_DOROS,3040.4,-422.956,411.769,495.393,LHC.BPM.1L5.B2_DOROS,-7986.9,93.6767,611.481,514.889,LHC.BPM.1R5.B2_DOROS,-3789.25,-509.928,655.45,530.452,0.00236677
4658,262548,120,36,1448446113,870,1,6,3,2,ACQUIRING,SEPARATION,10,-0.04588,-0.03996,-0.21945,0.04018,0.21964,-0.02294,0,0.02294,0,LHC.BPM.1L5.B1_DOROS,3439.77,-62.7372,445.528,543.24,LHC.BPM.1R5.B1_DOROS,3039.36,-423.574,411.708,495.365,LHC.BPM.1L5.B2_DOROS,-7986.25,93.7471,611.123,514.565,LHC.BPM.1R5.B2_DOROS,-3789.65,-509.562,655.159,530.055,0.00266916
4658,262548,120,40,1448446115,283,1,6,3,2,ACQUIRING,SEPARATION,8,-0.04588,-0.03996,-0.21945,0.04018,0.21964,-0.02294,0,0.02294,0,LHC.BPM.1L5.B1_DOROS,3439.9,-62.8082,445.523,543.247,LHC.BPM.1R5.B1_DOROS,3038.85,-423.988,411.713,495.375,LHC.BPM.1L5.B2_DOROS,-7986.2,94.6881,611.05,514.453,LHC.BPM.1R5.B2_DOROS,-3790.1,-508.95,655.064,529.973,0.00266916
4658,262548,120,44,1448446116,717,1,6,3,2,ACQUIRING,SEPARATION,6,-0.04588,-0.03996,-0.21945,0.04018,0.21964,-0.02294,0,0.02294,0,LHC.BPM.1L5.B1_DOROS,3439.33,-62.6961,437.999,536.384,LHC.BPM.1R5.B1_DOROS,3038.4,-423.786,415.357,499.592,LHC.BPM.1L5.B2_DOROS,-7986.1,95.3747,618.208,510.035,LHC.BPM.1R5.B2_DOROS,-3789.38,-508.4,643.517,523.871,0.00266916
4658,262548,120,48,1448446118,231,1,6,3,2,ACQUIRING,SEPARATION,5,-0.04588,-0.03996,-0.21945,0.04018,0.21964,-0.02294,0,0.02294,0,LHC.BPM.1L5.B1_DOROS,3439.19,-63.029,437.973,536.355,LHC.BPM.1R5.B1_DOROS,3039.2,-423.405,415.327,499.576,LHC.BPM.1L5.B2_DOROS,-7986.3,94.6639,618.216,510.161,LHC.BPM.1R5.B2_DOROS,-3790.01,-508.997,643.54,523.89,0.00266916
4658,262548,120,52,1448446119,659,1,6,3,2,ACQUIRING,SEPARATION,3,-0.04588,-0.03996,-0.21945,0.04018,0.21964,-0.02294,0,0.02294,0,LHC.BPM.1L5.B1_DOROS,3439.27,-62.872,445.511,543.253,LHC.BPM.1R5.B1_DOROS,3038.69,-423.695,411.698,495.384,LHC.BPM.1L5.B2_DOROS,-7985.03,94.6961,610.801,514.597,LHC.BPM.1R5.B2_DOROS,-3789.77,-508.665,655.025,530.052,0.00322785
